,title,comment,timetable
399,"
【Mリーグ実況】雷電vs桜vs渋谷vs風林火山
",イッチおつ,['22:42:46']
400,"
【Mリーグ実況】雷電vs桜vs渋谷vs風林火山
",木曜は風林火山フェニックス雷電パイレーツやで日吉と解説に竹内元太が来る,['22:43:04']
401,"
【Mリーグ実況】雷電vs桜vs渋谷vs風林火山
",おついち,['22:43:37']
402,"
【Mリーグ実況】雷電vs桜vs渋谷vs風林火山
",毎年恒例の最高位さんいらっしゃい,['22:43:51']
403,"
【Mリーグ実況】雷電vs桜vs渋谷vs風林火山
",鳳凰位hiro柴田取りそうだけど解説来るんかな,['22:44:22']
404,"
【Mリーグ実況】雷電vs桜vs渋谷vs風林火山
",>>248もう本人もトラウマやろ...,['22:45:15']
405,"
【Mリーグ実況】雷電vs桜vs渋谷vs風林火山
",https://mobile.twitter.com/mleague_results/status/1620419465983967235,['22:51:52']
406,"
【Mリーグ実況】雷電vs桜vs渋谷vs風林火山
",足踏みやなあ,['22:58:39']
407,"
【Mリーグ実況】雷電vs桜vs渋谷vs風林火山
",ほな、また…,['23:03:26']
408,"
元犯罪者に優しい社会とかいう元犯罪者だけが望んでいる狂った世界
",何が今日から生きる俺を知ってくださいだよ知らねぇよまずあなたの私利私欲のためだけに傷つけた人間と品行方正に生きてきた人間全員に謝って芸能界から消えてください,['22:33:24']
409,"
元犯罪者に優しい社会とかいう元犯罪者だけが望んでいる狂った世界
",前科持ちワイ高みの見物,['22:33:57']
410,"
元犯罪者に優しい社会とかいう元犯罪者だけが望んでいる狂った世界
",でも元犯罪者を端っこに追いやったら再犯するだけやん,['22:34:02']
411,"
元犯罪者に優しい社会とかいう元犯罪者だけが望んでいる狂った世界
",前科持ってる奴らでデスゲームしてほしい,['22:34:49']
412,"
元犯罪者に優しい社会とかいう元犯罪者だけが望んでいる狂った世界
",>>3優しい社会にしても再犯増えるけどね,['22:34:49']
413,"
元犯罪者に優しい社会とかいう元犯罪者だけが望んでいる狂った世界
",>>3本来ならもう社会から消えてほしいのが普通の人間の考えたと思うけどね,['22:35:27']
414,"
元犯罪者に優しい社会とかいう元犯罪者だけが望んでいる狂った世界
",>>5結局再犯があるって事は悪いのは犯罪者だからね,['22:35:41']
415,"
元犯罪者に優しい社会とかいう元犯罪者だけが望んでいる狂った世界
",>>5いや実際減るやろ,['22:35:49']
416,"
元犯罪者に優しい社会とかいう元犯罪者だけが望んでいる狂った世界
",罪を憎んで人を憎まずやぞ,['22:36:03']
417,"
元犯罪者に優しい社会とかいう元犯罪者だけが望んでいる狂った世界
",>>1いじめられてたの？w,['22:36:22']
418,"
元犯罪者に優しい社会とかいう元犯罪者だけが望んでいる狂った世界
",世間が可哀想と思うくらいの刑罰を受けたら社会復帰した時に受け入れて貰えると思うよ,['22:36:47']
419,"
元犯罪者に優しい社会とかいう元犯罪者だけが望んでいる狂った世界
",そらワイも個人的な感情としては犯罪者とかいうゴミカスは苦しみ抜いて欲しいけどそういうの抜きにしたら再犯減った方が合理的ちゃう？別に元犯罪者が過ごしやすくてワイが損する訳では無いわけやしな,['22:37:24']
420,"
元犯罪者に優しい社会とかいう元犯罪者だけが望んでいる狂った世界
",>>12現在かなり犯罪者に優しい世界だけど犯罪は増えてるよ,['22:37:43']
421,"
元犯罪者に優しい社会とかいう元犯罪者だけが望んでいる狂った世界
",品行方正に生きてるからなんやねん,['22:37:45']
422,"
元犯罪者に優しい社会とかいう元犯罪者だけが望んでいる狂った世界
",きみらも割れで漫画よんでるやん？それは犯罪じゃないの？いじめられっこさん？w,['22:38:14']
423,"
元犯罪者に優しい社会とかいう元犯罪者だけが望んでいる狂った世界
",>>13どこの話？,['22:38:21']
424,"
元犯罪者に優しい社会とかいう元犯罪者だけが望んでいる狂った世界
",セイロンティー,['22:38:31']
425,"
元犯罪者に優しい社会とかいう元犯罪者だけが望んでいる狂った世界
",ワイはスーパーのトイレで床に小便こぼしまくって小便器の周りやたら水浸しにした罪の者やけど今日から生きるワイを知ってくれんか？,['22:39:04']
426,"
元犯罪者に優しい社会とかいう元犯罪者だけが望んでいる狂った世界
",>>7そうや緩和してもしなくてもクズはどんな状況になろうとも更生なんてしないもんな,['22:39:30']
427,"
元犯罪者に優しい社会とかいう元犯罪者だけが望んでいる狂った世界
",>>8で実例は？,['22:40:06']
428,"
元犯罪者に優しい社会とかいう元犯罪者だけが望んでいる狂った世界
",>>20ノルウェーやな昔はめちゃくちゃ犯罪者に厳しくって再犯率高かったけど、甘やかすって言うかめちゃくちゃ手厚く保護するようになって再犯率激減した,['22:41:15']
429,"
元犯罪者に優しい社会とかいう元犯罪者だけが望んでいる狂った世界
",>>21さすがやなあ,['22:41:28']
430,"
元犯罪者に優しい社会とかいう元犯罪者だけが望んでいる狂った世界
",優しい社会になるっていうのはただ甘やかすだけじゃなくて社会復帰に必要な資格とか取らせるからや甘えるな,['22:41:57']
431,"
元犯罪者に優しい社会とかいう元犯罪者だけが望んでいる狂った世界
",ほりょになった日本兵もそうらしいな娯楽を与え本を読ませ食べ物をちゃんと与えたらすごく真面目な大人になったんだってな,['22:42:21']
432,"
元犯罪者に優しい社会とかいう元犯罪者だけが望んでいる狂った世界
",>>23それはそう甘やかすってのはただ遊ばせるとかそういうことじゃなくて就職支援とか手厚くするって話しやな,['22:42:24']
433,"
元犯罪者に優しい社会とかいう元犯罪者だけが望んでいる狂った世界
",>>21一国だけの実例でそう言い切れるの？,['22:43:13']
434,"
元犯罪者に優しい社会とかいう元犯罪者だけが望んでいる狂った世界
",元犯罪者で弁護士になった人は普通にすごいと思うけどな,['22:43:31']
435,"
元犯罪者に優しい社会とかいう元犯罪者だけが望んでいる狂った世界
",>>26言いきれないとはいえ逆のケースはないわけやし有力説ではあるな,['22:43:45']
436,"
元犯罪者に優しい社会とかいう元犯罪者だけが望んでいる狂った世界
",>>26一国一城の主とかいうやろ？,['22:43:53']
437,"
元犯罪者に優しい社会とかいう元犯罪者だけが望んでいる狂った世界
",>>28フランスとかは緩和したら犯罪率と再犯率上がったけどね,['22:46:53']
438,"
元犯罪者に優しい社会とかいう元犯罪者だけが望んでいる狂った世界
",でも自分ちの近所に来たりしてほしくはないよ,['22:47:21']
439,"
元犯罪者に優しい社会とかいう元犯罪者だけが望んでいる狂った世界
",>>30緩和ってなんの緩和？,['22:47:35']
440,"
元犯罪者に優しい社会とかいう元犯罪者だけが望んでいる狂った世界
",全員死刑にしたら再犯率0になるんじゃないかな,['22:48:49']
441,"
元犯罪者に優しい社会とかいう元犯罪者だけが望んでいる狂った世界
",>>32犯罪者の社会復帰の話ちゃうんかいｗ,['22:49:12']
442,"
元犯罪者に優しい社会とかいう元犯罪者だけが望んでいる狂った世界
",>>34せやでだから何を緩和したんやって聞いてるんや,['22:49:47']
443,"
元犯罪者に優しい社会とかいう元犯罪者だけが望んでいる狂った世界
",>>33かしこい,['22:49:50']
444,"
元犯罪者に優しい社会とかいう元犯罪者だけが望んでいる狂った世界
",いじめられっこさんw,['22:49:53']
445,"
元犯罪者に優しい社会とかいう元犯罪者だけが望んでいる狂った世界
",>>33治安悪くなるのかよくなるのかどっかの国でやって確かめて欲しいな,['22:50:04']
446,"
元犯罪者に優しい社会とかいう元犯罪者だけが望んでいる狂った世界
",たまに元受刑者採用してるけどさすがに窃盗と強盗殺人は見たことないな,['22:50:32']
447,"
元犯罪者に優しい社会とかいう元犯罪者だけが望んでいる狂った世界
",>>35更生プログラムや社会復帰プログラムの強化に決まってるやろ,['22:52:39']
448,"
元犯罪者に優しい社会とかいう元犯罪者だけが望んでいる狂った世界
",>>40日本語の問題やけど、それ緩和とは言わないんじゃないかなぁ,['22:53:10']
449,"
元犯罪者に優しい社会とかいう元犯罪者だけが望んでいる狂った世界
",>>40緩和って量刑が軽くなることを言うのでは？,['22:55:00']
450,"
「支点力点作用点」「サインコサインタンジェント」←こういうの
",なんかある？,['22:42:06']
451,"
「支点力点作用点」「サインコサインタンジェント」←こういうの
",>>133あーな,['23:20:30']
452,"
「支点力点作用点」「サインコサインタンジェント」←こういうの
",驚き桃の木山椒の木,['23:21:22']
453,"
「支点力点作用点」「サインコサインタンジェント」←こういうの
",5080よろこんで,['23:21:44']
454,"
「支点力点作用点」「サインコサインタンジェント」←こういうの
",>>136これは懐かしい,['23:21:49']
455,"
「支点力点作用点」「サインコサインタンジェント」←こういうの
",ぴぴるぴるぴるぴぴるぴー,['23:21:56']
456,"
「支点力点作用点」「サインコサインタンジェント」←こういうの
",>>136これも及第点やね,['23:21:58']
457,"
「支点力点作用点」「サインコサインタンジェント」←こういうの
",ザマスフンガーフランケン,['23:22:15']
458,"
「支点力点作用点」「サインコサインタンジェント」←こういうの
",この木何の木みんなの木,['23:22:26']
459,"
「支点力点作用点」「サインコサインタンジェント」←こういうの
",>>141そういうことやけど微妙に違ういやええんかな分からなくなってきた,['23:22:43']
460,"
「支点力点作用点」「サインコサインタンジェント」←こういうの
",ポイポイポイポポイポイポピー,['23:23:24']
461,"
「支点力点作用点」「サインコサインタンジェント」←こういうの
",創価オウム統一教会,['23:23:51']
462,"
「支点力点作用点」「サインコサインタンジェント」←こういうの
",祇園精舎の鐘の声,['23:24:18']
463,"
「支点力点作用点」「サインコサインタンジェント」←こういうの
",大阪梅田の駅の前,['23:24:22']
464,"
「支点力点作用点」「サインコサインタンジェント」←こういうの
",地震雷火事親父3つじゃなくて4つかこれ,['23:24:39']
465,"
「支点力点作用点」「サインコサインタンジェント」←こういうの
",キルアクラピカパラディナイト,['23:24:43']
466,"
「支点力点作用点」「サインコサインタンジェント」←こういうの
",ルフィウソップニコロビン,['23:25:17']
467,"
「支点力点作用点」「サインコサインタンジェント」←こういうの
",男女男男女男女,['23:25:30']
468,"
「支点力点作用点」「サインコサインタンジェント」←こういうの
",ゲッツチクショーヒロシです,['23:26:34']
469,"
「支点力点作用点」「サインコサインタンジェント」←こういうの
",雙葉、桜蔭、女子学院,['23:26:55']
470,"
「支点力点作用点」「サインコサインタンジェント」←こういうの
",>>148これはありやとおもう,['23:27:28']
471,"
「支点力点作用点」「サインコサインタンジェント」←こういうの
",もももすももももものうち,['23:27:56']
472,"
「支点力点作用点」「サインコサインタンジェント」←こういうの
",リユースリデュースリサイクルもやな,['23:28:00']
473,"
「支点力点作用点」「サインコサインタンジェント」←こういうの
",>>154追記・修正お願いします△メニュー項目変更　項目コピー　項目変更点　編集履歴　アップロードページ,['23:28:07']
474,"
「支点力点作用点」「サインコサインタンジェント」←こういうの
",>>156女性Pさんのチン長…………身長はどれくらいですか？」女性P「は？」勢いと、ドきつい何か。一発ネタいつもブックマークや評価など本当に有り難う御座います♪R-18櫻木真乃女性PアイドルマスターシャイニーカラーズシャニマスシャニマスSSキャラ崩壊,['23:28:22']
475,"
「支点力点作用点」「サインコサインタンジェント」←こういうの
",セブンイレブンいい気分,['23:28:32']
476,"
「支点力点作用点」「サインコサインタンジェント」←こういうの
",>>1592022年6月15日 15:00前へ1 / 1 ページ次へ事務所にて。女性P「真乃、貴女何言っているの？」櫻木真乃「本当は付いてて、極太で逞しくて固くて,['23:28:42']
477,"
「支点力点作用点」「サインコサインタンジェント」←こういうの
",ルフィゾロウソップサンジナミロビンチョッパブルックフランキジンベ,['23:29:00']
478,"
「支点力点作用点」「サインコサインタンジェント」←こういうの
",!aku160★アク禁：>>160,['23:29:01']
479,"
「支点力点作用点」「サインコサインタンジェント」←こういうの
",エッチスケッチワンタッチ,['23:29:29']
480,"
「支点力点作用点」「サインコサインタンジェント」←こういうの
",手首足首黒乳首,['23:29:37']
481,"
「支点力点作用点」「サインコサインタンジェント」←こういうの
",どうでもええけど>>159>>163みたいな既出かどうか確認もしないで脳死でレスするガイジなんなんやろな,['23:30:18']
482,"
「支点力点作用点」「サインコサインタンジェント」←こういうの
",ゴータマ・キリスト・ムハンマド,['23:30:19']
483,"
「支点力点作用点」「サインコサインタンジェント」←こういうの
",悟空ベジータトランクス,['23:30:32']
484,"
「支点力点作用点」「サインコサインタンジェント」←こういうの
",>>165いちいちおんjのスレ1から見てんのお前？,['23:31:00']
485,"
「支点力点作用点」「サインコサインタンジェント」←こういうの
",>>165検索した上でレスしたでwwwwはいワイの勝ちwwwwwwwww,['23:31:23']
486,"
「支点力点作用点」「サインコサインタンジェント」←こういうの
",～挙げてけ系やったら書き込もうとするワード出てへんか検索かけるわな,['23:32:15']
487,"
「支点力点作用点」「サインコサインタンジェント」←こういうの
",仏陀、キリスト、ムハンマド,['23:32:36']
488,"
「支点力点作用点」「サインコサインタンジェント」←こういうの
",>>171好き,['23:32:48']
489,"
「支点力点作用点」「サインコサインタンジェント」←こういうの
",食欲性欲睡眠欲,['23:33:24']
490,"
「支点力点作用点」「サインコサインタンジェント」←こういうの
",>>166>>170>>171>>172すまん既出やったわ,['23:33:28']
491,"
「支点力点作用点」「サインコサインタンジェント」←こういうの
",クロちゃん安田団長ヒロ,['23:33:30']
492,"
「支点力点作用点」「サインコサインタンジェント」←こういうの
",火薬・活版・羅針盤とか,['23:34:44']
493,"
「支点力点作用点」「サインコサインタンジェント」←こういうの
",ニート底辺引きこもり,['23:34:48']
494,"
「支点力点作用点」「サインコサインタンジェント」←こういうの
",新宿西口駅の前,['23:34:50']
495,"
「支点力点作用点」「サインコサインタンジェント」←こういうの
",一富士二鷹三茄子,['23:34:57']
496,"
「支点力点作用点」「サインコサインタンジェント」←こういうの
",一条三条後一条,['23:35:44']
497,"
「支点力点作用点」「サインコサインタンジェント」←こういうの
",地獄牢獄日本国,['23:39:11']
498,"
「支点力点作用点」「サインコサインタンジェント」←こういうの
",銃・病原菌・鉄,['23:46:26']
499,"
「支点力点作用点」「サインコサインタンジェント」←こういうの
",金！暴力！SEX！,['23:54:36']
500,"
「支点力点作用点」「サインコサインタンジェント」←こういうの
",!aku168!aku169★アク禁：>>168 >>169,['06:42:41']
501,"
中世ナーロッパ「うおお！剣で斬りつけて倒す！」
",普通に鎧に弾き返されるし剣て微妙よな,['20:45:06']
502,"
中世ナーロッパ「うおお！剣で斬りつけて倒す！」
",テリー伊藤がロンパってるのって学生運動でボコられたからってマ？,['22:03:54']
503,"
中世ナーロッパ「うおお！剣で斬りつけて倒す！」
",>>410,['22:04:37']
504,"
中世ナーロッパ「うおお！剣で斬りつけて倒す！」
",まぁアフリカは190cmあってもチビらしいし…,['22:05:38']
505,"
中世ナーロッパ「うおお！剣で斬りつけて倒す！」
",>>423白人特有の軽蔑の視線がわかる画力の高さ,['22:06:21']
506,"
中世ナーロッパ「うおお！剣で斬りつけて倒す！」
",2ｍ以下は人権ないとか言われてるんやろか,['22:06:27']
507,"
中世ナーロッパ「うおお！剣で斬りつけて倒す！」
",アフリカの平均身長168cmやぞ,['22:07:58']
508,"
中世ナーロッパ「うおお！剣で斬りつけて倒す！」
",>>426外人,['22:08:38']
509,"
中世ナーロッパ「うおお！剣で斬りつけて倒す！」
",>>416別になんかそうであってほしいとかじゃなく色んなの見てそう言うてるだけなんやがなあ辺野古の座り込み（？）やって一銭にもならんのにやってる奴おるやん？あんな風に何か信じてるもののためには何かしちゃうのが日本人やん,['22:09:05']
510,"
中世ナーロッパ「うおお！剣で斬りつけて倒す！」
",>>427セカクラに出てる193cmのアフリカ人がチビの部類やって言ってたで,['22:09:17']
511,"
中世ナーロッパ「うおお！剣で斬りつけて倒す！」
",アンドレザジャイアントの伝説みたいな話になってきたな家族の中では一番小さかったって話,['22:10:16']
512,"
中世ナーロッパ「うおお！剣で斬りつけて倒す！」
",明治時代の銃のカタログ,['22:10:40']
513,"
中世ナーロッパ「うおお！剣で斬りつけて倒す！」
",>>430うーんアフリカいうても部族ごとに違うんかねマサエ族は高そう,['22:10:51']
514,"
中世ナーロッパ「うおお！剣で斬りつけて倒す！」
",世界には大きい人ようけおるからね,['22:11:08']
515,"
中世ナーロッパ「うおお！剣で斬りつけて倒す！」
",>>433マサイやろ？,['22:11:12']
516,"
中世ナーロッパ「うおお！剣で斬りつけて倒す！」
",>>435多分そうやったわ,['22:11:30']
517,"
中世ナーロッパ「うおお！剣で斬りつけて倒す！」
",>>434アンドレと誰やこれ左がわからん,['22:11:56']
518,"
中世ナーロッパ「うおお！剣で斬りつけて倒す！」
",中世の戦いってどんなんなんや剣でぶん殴って怯んだところを刺すんか？,['22:12:36']
519,"
中世ナーロッパ「うおお！剣で斬りつけて倒す！」
",セネガルやったわ。195cmらしい,['22:12:41']
520,"
中世ナーロッパ「うおお！剣で斬りつけて倒す！」
",>>433世界一身長の高い部族も身長の低い部族も黒人や一言に黒人というても遺伝的多様性がかなり大きい何なら白人もアジア人も黒人の一種と思ってた方がいいレベル,['22:13:00']
521,"
中世ナーロッパ「うおお！剣で斬りつけて倒す！」
",>>440チビが迫害されて逃げて集まって小さいのと大きいのに別れたのかね,['22:13:48']
522,"
中世ナーロッパ「うおお！剣で斬りつけて倒す！」
",ピグミー族も黒人やっけ？,['22:13:53']
523,"
中世ナーロッパ「うおお！剣で斬りつけて倒す！」
",デカすぎでも短命になっちゃうしバランスが大事やね,['22:14:42']
524,"
中世ナーロッパ「うおお！剣で斬りつけて倒す！」
",>>429信仰やら思想の為に何でもやる奴らは日本以外にはいなかったってことやね,['22:15:25']
525,"
中世ナーロッパ「うおお！剣で斬りつけて倒す！」
",>>442せやで,['22:16:51']
526,"
中世ナーロッパ「うおお！剣で斬りつけて倒す！」
",>>444そら特攻するくらいあたおかな民族やし…,['22:17:05']
527,"
中世ナーロッパ「うおお！剣で斬りつけて倒す！」
",>>441経緯は不明やが人間が安定して暮らせる場所がアフリカでは点在してるから隔離された集団が生じやすくて文化的・遺伝的な多様性につながってるその中に極端な形質を持つ奴らもおるって感じやな,['22:17:14']
528,"
中世ナーロッパ「うおお！剣で斬りつけて倒す！」
",>>446脳筋戦闘民族？,['22:17:24']
529,"
中世ナーロッパ「うおお！剣で斬りつけて倒す！」
",個人的にゼロ戦より回天の方がだいぶ頭おかしいと思う,['22:18:53']
530,"
中世ナーロッパ「うおお！剣で斬りつけて倒す！」
",>>446なるほど自爆は余所ではないわけやな,['22:18:56']
531,"
中世ナーロッパ「うおお！剣で斬りつけて倒す！」
",平均身長(168cm)から推察するとアフリカは2mレベルの集団2割180レベルの集団1割170レベルの集団4割160レベルの集団3割なんかね,['22:20:26']
532,"
中世ナーロッパ「うおお！剣で斬りつけて倒す！」
",>>449それな,['22:21:06']
533,"
中世ナーロッパ「うおお！剣で斬りつけて倒す！」
",>>451まぁ人口多すぎて平均が合ってるかどうかも解らん,['22:21:26']
534,"
中世ナーロッパ「うおお！剣で斬りつけて倒す！」
",国家で敗れかぶれの自爆を推進したのは日本くらいやろうなそれに素直に従った国民も含めて,['22:21:38']
535,"
中世ナーロッパ「うおお！剣で斬りつけて倒す！」
",>>454アニメでも肉壁や特攻を美談としてるしまだまだ残ってるで,['22:22:42']
536,"
中世ナーロッパ「うおお！剣で斬りつけて倒す！」
",>>455むちゃくちゃブラック体質やな日本人,['22:23:12']
537,"
中世ナーロッパ「うおお！剣で斬りつけて倒す！」
",>>453そもそも身長計測させてくれるアフリカ人はほとんど市民やろしフィジカル部族の人たちはカウントしてへんのかね,['22:23:28']
538,"
中世ナーロッパ「うおお！剣で斬りつけて倒す！」
",上司「やれ」部下「はい…」,['22:23:39']
539,"
中世ナーロッパ「うおお！剣で斬りつけて倒す！」
",>>456国畜国家ですわアメリカやフランスとは正反対やろな,['22:25:02']
540,"
中世ナーロッパ「うおお！剣で斬りつけて倒す！」
",ナッパ？😅,['22:38:00']
541,"
中世ナーロッパ「うおお！剣で斬りつけて倒す！」
",鎌倉武士の所業で組んだ打線ってのは歴史的に根拠ないらしいけど遡っても２ｃｈの書き込みまでらしい,['23:32:14']
542,"
中世ナーロッパ「うおお！剣で斬りつけて倒す！」
",でも日本はドングリパンチじゃん,['23:35:10']
543,"
中世ナーロッパ「うおお！剣で斬りつけて倒す！」
",>>16丸太で殴り掛かって倒れたらダガーでトドメでよかったのでは,['23:36:14']
544,"
中世ナーロッパ「うおお！剣で斬りつけて倒す！」
",>>459実は戦前は日本の軍隊の方がホワイトやったんやで日本は体罰禁止が大原則やったのに対して欧米は普通に体罰してたからしかし、日中戦争ぐらいから上部の統制が効かずに体罰が横行し太平洋戦争時には体罰をやるやつが出世するぐらいの価値観の転換が起こる(それでも建前上は敗戦まで体罰禁止)戦後になって前線で体罰仕込まれた連中が体育を中心に教育現場になだれ込んで体罰を美徳とする戦後体育会系が出来上がる戦後はよく反戦平和的な価値観の暴走が言われるけど、逆方向の暴走も同時に起きてたんや,['00:25:01']
545,"
中世ナーロッパ「うおお！剣で斬りつけて倒す！」
",あと、欧米と日本の体罰の中身の違いも重要欧米の体罰って、「どういう悪いことをしたら」「何発叩く」みたいなルールがある程度決まってて実際に体罰を行う際は理由をはっきりと言った上で体罰をやる側の上官なんかもいる前で堂々と行うそうすれば私的な感情で暴力を振るうわけでもなく、必要以上の暴力がないことも明らかなわけや日本の体罰は泥沼の戦争のストレスから自然発生したものやからそういう明確なルール作りができてないし、気分次第で基準が変わる,['00:29:32']
546,"
中世ナーロッパ「うおお！剣で斬りつけて倒す！」
",山本七平の本でも陸軍の体罰禁止の話あったな何度もやめろって通達来て上官からもされたら名乗り出ろって言われるけど誰も認めない班内では変わらず体罰が横行してたって,['00:58:20']
547,"
中世ナーロッパ「うおお！剣で斬りつけて倒す！」
",大坂の陣を弁当持って遠くから見物してたんよな戦国時代の日本人は,['01:05:48']
548,"
中世ナーロッパ「うおお！剣で斬りつけて倒す！」
",>>466上からすんなって言われてるのに暗黙に行われるのは厳密には「体罰」とは言えんな上官の権限に基づく懲罰ではないからあくまで私的制裁、ただの暴力や,['08:29:25']
549,"
中世ナーロッパ「うおお！剣で斬りつけて倒す！」
",>>468まあせやな山本七平の本でも「私的制裁」言ってたと思うわ,['09:11:28']
550,"
中世ナーロッパ「うおお！剣で斬りつけて倒す！」
",江戸時代は一旦温厚な民族になったが黒船が来て日本人は思い出した…,['18:34:21']
551,"
中世ナーロッパ「うおお！剣で斬りつけて倒す！」
",>>456でもキレたらおっかないやん,['01:32:48']
552,"
おんｊお絵かき雑談部27
",ガチ絵でも落書きでもなんでも描け…　鬼龍の様にこのスレは雑談しながらお絵描きするだけの道具やんけ　なにムキになっとんねん雑談だけしたいとか悲しくて暴れたいとか愚痴りたいとかそんなん思たらいつでもこのスレにぶつけてくれスレ住民のでっかい大胸筋でなんぼでも受け止めたる住民めっちゃタフやしリクスレではないので絵描き側から要望が出ない限りリクエストはなしでお願いします!jien前スレhttps://hayabusa.open2ch.net/test/read.cgi/livejupiter/1673673202/,['22:03:40']
553,"
おんｊお絵かき雑談部27
",>>949サイズを大きくするより足を増やすべきだと思うバイオタラバムカデガニ作ろう,['20:05:20']
554,"
おんｊお絵かき雑談部27
",SF小説で大脳がなく小脳だけで生きてるブロイラーみたいなのあったの思い出すじゃんけ冒涜的食欲,['20:14:17']
555,"
おんｊお絵かき雑談部27
",タラバの胴体に脚を増やしたらこんなかんじ？,['20:16:28']
556,"
おんｊお絵かき雑談部27
",レジェンドガンダムみたい,['20:52:07']
557,"
おんｊお絵かき雑談部27
",版権絵のほうが伸びるの分かってるけどたまにはオリジナル描こうかなあ,['21:33:47']
558,"
おんｊお絵かき雑談部27
",最近クセになってんだ、アナゴさんを描くの,['21:38:14']
559,"
おんｊお絵かき雑談部27
",>>924やっぱりアイコンかあ…そこまで需要があるとは思わなかったサンガツやで,['23:29:52']
560,"
おんｊお絵かき雑談部27
",899のうまるちゃん、ついでなので微調整して簡単に色を塗ってみた,['00:00:57']
561,"
おんｊお絵かき雑談部27
",>>958ほっこり😇かわよ！,['00:02:17']
562,"
おんｊお絵かき雑談部27
",ラフ描き直し,['00:02:36']
563,"
おんｊお絵かき雑談部27
",>>960すげえ･･･,['00:04:38']
564,"
おんｊお絵かき雑談部27
",>>958かっわヨ>>960すげえ,['00:07:59']
565,"
おんｊお絵かき雑談部27
",>>939>>940>>938の青木村の感想とフォローサンガツです🤗,['00:16:40']
566,"
おんｊお絵かき雑談部27
",>>959>>962ありがとう,['00:34:44']
567,"
おんｊお絵かき雑談部27
",>>961>>962サンガツ,['00:38:57']
568,"
おんｊお絵かき雑談部27
",,['00:43:55']
569,"
おんｊお絵かき雑談部27
",,['00:44:27']
570,"
おんｊお絵かき雑談部27
",>>966かっけえロボットの名前は？,['00:48:42']
571,"
おんｊお絵かき雑談部27
",>>968いきあたりばったりで描いたからなんの設定もないで,['00:55:32']
572,"
おんｊお絵かき雑談部27
",>>966ラフな線のメカのぬくもりティが好き,['00:55:45']
573,"
おんｊお絵かき雑談部27
",プラグスーツの女の子の乳首に…フフ…勃起しちゃいましてね,['00:59:11']
574,"
おんｊお絵かき雑談部27
",ぴっちりスーツ最高おじさん「ぴっちりスーツ最高！」,['01:01:37']
575,"
おんｊお絵かき雑談部27
",史上最強に目立たないちくびや描く者も見る者も目の付け所がちがうね！🤔,['01:02:20']
576,"
おんｊお絵かき雑談部27
",次スレ（28）    0% いる          0% いらない      0票・終了,['01:05:20']
577,"
おんｊお絵かき雑談部27
",【アンケート結果】いる　8票いらない　1票（もしいるなら）次スレ立て・管理を希望する人、立候補者はおりますか,['01:18:13']
578,"
おんｊお絵かき雑談部27
",主が続けたくないなら自分がやってもいいけど、副主がほしいよね,['01:19:56']
579,"
おんｊお絵かき雑談部27
",ワイは続けても引き継いでもどちらでもおｋです立候補者を01:23:00まで待ちます,"['01:20:46', '01:23:00']"
580,"
おんｊお絵かき雑談部27
",次スレ立てましたhttps://hayabusa.open2ch.net/test/read.cgi/livejupiter/1676478202/l30ワイはまた気配が消えますﾉｼ,['01:23:51']
581,"
おんｊお絵かき雑談部27
",乙ですよ,['01:24:12']
582,"
おんｊお絵かき雑談部27
",31,['01:28:58']
583,"
おんｊお絵かき雑談部27
",埋めるか,['01:34:29']
584,"
おんｊお絵かき雑談部27
",埋め,['01:35:33']
585,"
おんｊお絵かき雑談部27
",梅,['01:36:48']
586,"
おんｊお絵かき雑談部27
",うめうめ,['01:37:25']
587,"
おんｊお絵かき雑談部27
",梅干し,['01:38:36']
588,"
おんｊお絵かき雑談部27
",関係ないけど部屋寒い,['01:40:07']
589,"
おんｊお絵かき雑談部27
",お大事に,['01:41:16']
590,"
おんｊお絵かき雑談部27
",埋,['01:42:10']
591,"
おんｊお絵かき雑談部27
",,['01:42:34']
592,"
おんｊお絵かき雑談部27
",,['01:43:01']
593,"
おんｊお絵かき雑談部27
",ｷｬｰｳﾝｺﾏｰﾝ,['01:43:05']
594,"
おんｊお絵かき雑談部27
",埋め,['01:43:33']
595,"
おんｊお絵かき雑談部27
",,['01:43:38']
596,"
おんｊお絵かき雑談部27
",1000なら全員幸せ,['01:44:02']
597,"
おんｊお絵かき雑談部27
",,['01:44:10']
598,"
おんｊお絵かき雑談部27
",埋め,['01:44:39']
599,"
おんｊお絵かき雑談部27
",,['01:44:40']
600,"
おんｊお絵かき雑談部27
",うめりん,['01:45:30']
601,"
おんｊお絵かき雑談部27
",埋,['01:45:42']
602,"
おんｊお絵かき雑談部27
",1000なら全員画力アップ,['01:45:43']
603,"
部下に指示出すの難しくね？
",優しく伝えてたつもりが追い詰めてしまってたらしく辞めてしまう羽目になったんやが…,['22:18:48']
604,"
部下に指示出すの難しくね？
",上司っぽさが出ると途端に連絡やら報告やらが来なくなる上から目線になったり自分に合わせるよう仕向けたりせずに簡潔にやるべきことを伝えたりいっしょに考えたりするとええよチームの監督というよりキャプテンになるイメージや,['22:33:15']
605,"
部下に指示出すの難しくね？
",>>22避けられてるとは思ってなかったしワイが追い詰めてる認識もなかった,['22:33:42']
606,"
部下に指示出すの難しくね？
",>>35言われた順番通りにボタンを押せば褒めるところから始めなあかんのや…それすらできへんのがおるのも分かる,['22:33:50']
